"","analysisId","nctId","pValue","statisticalMethod","studyType","EARLY_PHASE1","PHASE1","PHASE2","PHASE3","PHASE4","outcomeTitle","outcomeType","groupDescription","conditionIds","briefTitle","has_less_than","N","model","I","R","C","JAB"
"11","12ebe3f1c4559797ed7143162cf29d46","NCT01236053",0.0049,"Conditional logistic regression","OBSERVATIONAL",0,0,0,0,0,"Number of Stomach Cancer Cases and Matched Controls With the Indicated Number of Gabapentin Prescriptions","PRIMARY",NA,"D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437","Cancer in Patients With Gabapentin (GPRD)",FALSE,17853,"logistic_regression",NA,NA,NA,2.55280962895913
"12","19dccecb9ee38e5112f3aa2dc3b46dce","NCT03258645",0.01,"Linear regression","OBSERVATIONAL",0,0,0,0,0,"Previous Modified Rankin Scale (mRS) at First Ever Ischaemic Stroke According to Dabigatran Initiation Time Period","SECONDARY","Univariate linear regression with the continuous dependent variable of time-to-initiation for dabigatran in days and independent variable of Modified Rankin Scale (mRS) at index date was applied.","D001281","This Study Uses the SITS Registry to Find Out When Patients With a Heart Rhythm Disorder (Atrial Fibrillation) Start Treatment With Dabigatran After They Had a Stroke",FALSE,1240,"linear_regression",NA,NA,NA,1.27974442537769
"13","1a2f2e28e943bca0664521dc36f48c1b","NCT01236053",2e-04,"Conditional logistic regression","OBSERVATIONAL",0,0,0,0,0,"Number of All-Cancer Cases and Matched Controls With the Indicated Exposure to Gabapentin","PRIMARY",NA,"D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437","Cancer in Patients With Gabapentin (GPRD)",FALSE,1710950,"logistic_regression",NA,NA,NA,1.29789263256815
"14","1a5ac4f36696f4edcf350047cc750508","NCT05127304",0.007,"Linear regression","OBSERVATIONAL",0,0,0,0,0,"COPD or Pneumonia-attributable Health Care Resource Utilization","PRIMARY","Other medical visits","D029424","A Study Using US Medical and Pharmacy Claim Records to Compare the Resource Use, Cost, and Outcomes of People With COPD Who Take Either Tiotropium + Olodaterol or Fluticasone + Umeclidinium + Vilanterol",FALSE,11316,"linear_regression",NA,NA,NA,2.80337301464238
"15","1c04f1881064c7c09b27807593ea5110","NCT01459653",0.01,"Logistic regression","OBSERVATIONAL",0,0,0,0,0,"Modeling FN Episode: Cycle Level","SECONDARY","History of anaemia at enrollment as patient-level predictor for FN episode","D009101; D009503; D064147; D000084462; D005334","Multi-level Evaluation of Chemotherapy-induced Febrile Neutropenia Prophylaxis, Outcomes, and Determinants With Granulocyte-colony Stimulating Factor",FALSE,1273,"logistic_regression",NA,NA,NA,1.29657154396284
"16","1e3a0142fec482f616a94def478f741f","NCT02889796",0.009,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Percentage of Participants With no Radiographic Progression From Baseline at Week 24","SECONDARY","Filgotinib 200 mg vs Placebo at Week 24 for change in mTSS ≤ 0.","D001168; D001172","Filgotinib in Combination With Methotrexate in Adults With Moderately to Severely Active Rheumatoid Arthritis Who Have an Inadequate Response to Methotrexate",FALSE,950,"logistic_regression",NA,NA,NA,1.02061821357177
"17","1e675c7bb4cfa1d1265fda5801adf360","NCT01001234",0.01,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Pain Freedom at 2 Hours Post Dose in Participants Between 6 and 17 Years of Age","SECONDARY","The comparison of rizatriptan versus placebo with respect to pain freedom at 2 hours post Stage 2 dose for participants between 6 and 17 years of age was conducted using a logistic regression model with factors for treatment, Stage 2 baseline pain severity (moderate or severe), age (6 to 11 years old or 12 to 17 years old), and region (US or ex-US). Model-derived odds ratio and a two-sided p-value were provided. An odds ratio \>1 is in favor of the rizatriptan group.","D008881","A Study to Evaluate the Efficacy and Tolerability of Rizatriptan for Treatment of Acute Migraine in Children and Adolescents (MK-0462-082 AM7)",FALSE,770,"logistic_regression",NA,NA,NA,1.01010605604897
"18","1fe0f4ced1d312b6ee4cde7efc679867","NCT04148989",0.005,"Logistic regression","INTERVENTIONAL",0,0,0,0,0,"Antibiotic Utilization'","OTHER_PRE_SPECIFIED","Differences-in-differences analysis using multivariable logistic regression to estimate the change in outcome after versus before intervention implementation at the intervention site adjusted for the change observed at control sites and for prespecified covariates.","D018805; D014115; D004630","Effects of Code Sepsis Implementation on Emergency Department (ED) Sepsis Care",FALSE,180402,"logistic_regression",NA,NA,NA,8.26288695498596
"19","2224c4553bd4f324d3beaa40be69e951","NCT01236053",0.002,"Conditional logistic regression","OBSERVATIONAL",0,0,0,0,0,"Number of Pancreatic Cancer Cases and Matched Controls With the Indicated Number of Gabapentin Prescriptions","PRIMARY",NA,"D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437","Cancer in Patients With Gabapentin (GPRD)",FALSE,20382,"logistic_regression",NA,NA,NA,1.20522964988748
"20","23a71a9b9005e72d07a172bf91647a4e","NCT02528253",0.0088,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Percentage of Participants Achieving Average LBPI Reduction of >=30 Percent(%), >=50%, >=70% and >=90% From Baseline at Weeks 2, 4, 8, 12, 16, 24, 32, 40, 48 and 56: Mixed Baseline Observation Carried Forward (BOCF)/Last Observation Carried Forward (LOCF)","SECONDARY","Week 12, \>=70%: OR and 95% CI estimated from logistic regression model. Logistic regression model included baseline average LBPI and treatment.","D001416; D017116","A Phase 3 Study of Tanezumab for Chronic Low Back Pain",FALSE,1011,"logistic_regression",NA,NA,NA,1.0317486938692
"21","23d4abf648caa29057cbf5fea9491087","NCT01881373",0.01,"Logistic regression","INTERVENTIONAL",0,0,0,0,0,"Prevalence of Acanthosis Nigricans","PRIMARY","intervention vs control. The children from each community recruited each time were NOT the same children. The number of communities is consistent across time.","D000052; D009765; D056128","Children's Healthy Living Community Randomized Trial",TRUE,3987,"logistic_regression",NA,NA,NA,2.29052474927477
"22","2546574178cc7232e8633ded4ffebd6c","NCT03932799",0.01,"Logistic regression","OBSERVATIONAL",0,0,0,0,0,"Satisfaction With Pain-related Treatment","SECONDARY","* Primary predictor is binary (1 for Washington, 0 for Ohio)
* Models survey weighted
* Robust variance estimates","D009293","Comparing State Payer Strategies to Prevent Unsafe Opioid Prescribing",FALSE,2295,"logistic_regression",NA,NA,NA,1.73888007679412
"23","29d70d17926c0c9dfb94f17985f7af80","NCT00556374",0.0088,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Number of Participants With New Vertebral Fractures","SECONDARY",NA,"D001943","Study to Determine Treatment Effects of Denosumab in Patients With Breast Cancer Receiving Aromatase Inhibitor Therapy",FALSE,1644,"logistic_regression",NA,NA,NA,1.31395862272312
"24","2c1f77c83ca702ec9828b1155d855ec4","NCT00094302",0.01,"Linear regression","INTERVENTIONAL",0,0,0,1,0,"Quality of Life, as Measured by the Kansas City Cardiomyopathy Questionnaire.","SECONDARY","Since the p-value for the preceding test (Statistical Analysis 1) was not significant at the 0.05 level, another generalized linear model was fit, omitting the interaction between treatment group and month of visit. This tests whether the value of the post-baseline quality of life parameter differs by treatment group, taking into account that measurements in the same subject over time may be correlated.","D006333; D002318; D006331","Aldosterone Antagonist Therapy for Adults With Heart Failure and Preserved Systolic Function",TRUE,3445,"linear_regression",NA,NA,NA,2.12942984619502
"25","2e910ceb223289c84698ee11242ea0db","NCT02605174",0.009,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Percentage of Participants Who Are Most Bothersome Symptom (MBS) Free","PRIMARY",NA,"D008881","Three Doses of Lasmiditan (50 mg, 100 mg and 200 mg) Compared to Placebo in the Acute Treatment of Migraine",FALSE,1026,"logistic_regression",NA,NA,NA,1.06037546625596
"26","3103c1cdf8db340528907f371feaf0b0","NCT05493787",0.003,"Linear regression","INTERVENTIONAL",0,0,0,0,0,"Number of Patients Who Self-scheduled a Flu Shot","PRIMARY","Null hypothesis: Flu shot self-scheduling does not differ between those sent an Active Control message and those not sent a message (i.e., those in the Passive Control group); Alternative hypothesis: Sending an Active Control message increases self-scheduling compared with sending no message. Analysis combines across November and December send dates.",NA,"Nudging Flu Vaccination by Making it Easy for Patients to Schedule a Flu Shot",FALSE,46510,"linear_regression",NA,NA,NA,2.63813386516389
"27","326e2b905c6b7568f8ba256e06d6cd1e","NCT00023595",0.008,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"H01: All-cause Mortality Within 30 Days After Randomization","SECONDARY",NA,"D006333; D002318; D006331; D003327","Comparison of Surgical and Medical Treatment for Congestive Heart Failure and Coronary Artery Disease",FALSE,1212,"logistic_regression",NA,NA,NA,1.03684043806229
"28","34ff9de565eaac65db89cb74bb1c0d2e","NCT01416194",0.01,"Logistic regression","OBSERVATIONAL",0,0,0,0,0,"Cumulative Incidence of Clinical Fractures","SECONDARY","The hazard ratio from Cox proportional hazard regression models was used for comparison of event rates of the primary and secondary endpoints in each treatment group. Statistical two-sided tests was used with a significance level of 0.05.","D010024; D015663","Bazedoxifene Post Approval Safety Study (PASS) in the European Union (EU)",TRUE,7777,"logistic_regression",NA,NA,NA,3.19773018380892
"29","38b9198089b30d9b0d4919562a6fc59a","NCT01444430",0.004,"ANOVA","INTERVENTIONAL",0,0,0,1,0,"Percent of Nights With Awakening(s) Due to Asthma","SECONDARY",NA,"D001249","A 6 Month Safety Study Comparing Symbicort With Inhaled Corticosteroid Only in Asthmatic Adults and Adolescents",FALSE,11580,"anova",2,NA,NA,1.71081104782295
"30","38d5edd0de1045eea743a0fef70c6d92","NCT04172701",0.0093,"Two-sample t-test","OBSERVATIONAL",0,0,0,0,0,"Chronic Obstructive Pulmonary Disease (COPD)-Related Healthcare Costs: Outpatient Medical Costs (Per Person Per Month)","SECONDARY",NA,"D029424","A Study in South Korea Using Medical Records to Look at Different Treatments for Chronic Obstructive Airway Disease (COPD)",FALSE,4888,"t-test",NA,NA,NA,2.3769471949384
"31","391226cfb0c0dfac54e264c0a0bd33d3","NCT01070550",0.0088,"Logistic regression","OBSERVATIONAL",0,0,0,0,0,"Percentage of Participants With Modified Sustained Virological Response by Genotype in Modified All-Treated Population","PRIMARY","The statistical analysis is presented for BMI in kg/m\^2. The logistic regression analysis for mSVR was performed for association between treatment exposure and baseline factors available in at least 90% of participants (including total cumulative dose of peginterferon and ribavirin), in naive HCV mono-infected mTRT participants receiving PEG-IFN alfa-2a.","D006506; D006526; D019698; D006505","PROPHESYS 1: An Observational Study on Predictors of Response in Treatment-naïve Patients With Chronic Hepatitis C Virus (HCV)Treated With Pegasys (Peginterferon Alfa-2a)",FALSE,2981,"logistic_regression",NA,NA,NA,1.76768632301629
"32","4073ff4be9054e3e245d00ff1fa84c85","NCT01236053",0.0062,"Conditional logistic regression","OBSERVATIONAL",0,0,0,0,0,"Number of All-Cancer Cases and Matched Controls With the Indicated Cumulative Dose of Gabapentin","PRIMARY",NA,"D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437","Cancer in Patients With Gabapentin (GPRD)",FALSE,1710950,"logistic_regression",NA,NA,NA,30.8971533278091
"33","42089f11d604bb6aac6a0d3043db7e40","NCT01381406",0.007,"Logistic regression","OBSERVATIONAL",0,0,0,0,0,"Incidence Rate Per 100 Person Years of Hospitalization or Emergency Department (ED) Visit Related to Exacerbation of Chronic Obstructive Pulmonary Disease (COPD)","PRIMARY",NA,"D008171; D008173; D029424","Impact of Initiating Tiotropium Alone Versus Initiating Tiotropium in Combination With Fluticasone Propionate/Salmeterol Xinafoate Combination (FSC) on Chronic Obstructive Pulmonary Disease-related Outcomes in Patients With Pre-existing Exacerbations",FALSE,3333,"logistic_regression",NA,NA,NA,1.5226018423453
"34","4317394dc84f638612ee8e3a878795ce","NCT01459653",0.0079,"Logistic regression","OBSERVATIONAL",0,0,0,0,0,"Predictors of Absolute Neutrophil Count","PRIMARY","Study drug dose (higher vs lower) as predictor for ANC","D009101; D009503; D064147; D000084462; D005334","Multi-level Evaluation of Chemotherapy-induced Febrile Neutropenia Prophylaxis, Outcomes, and Determinants With Granulocyte-colony Stimulating Factor",FALSE,1185,"logistic_regression",NA,NA,NA,1.01381861788458
"35","4331567a2d28d8ae1471aa122e2736ae","NCT02100631",0.0062,"Two-sample t-test","INTERVENTIONAL",0,0,0,1,0,"Mean Fold Change in Vibriocidal Antibody Titer Between Day 1 and Day 11","OTHER_PRE_SPECIFIED",NA,"D002771","A Study of Live Oral Cholera Vaccine, PXVX200 in Healthy Older Adults",FALSE,2978,"t-test",NA,NA,NA,1.29064690541302
"36","4855ee8037cddbf4f1d3f3a88d708d23","NCT01631214",0.008,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Percentage of Participants With Multiple New or Worsening Vertebral Fractures Through Month 24","SECONDARY",NA,"D010024","Study to Determine the Efficacy and Safety of Romosozumab in the Treatment of Postmenopausal Women With Osteoporosis",FALSE,3659,"logistic_regression",NA,NA,NA,1.79803889692901
"37","48fe777d351bc77046c7d7c3f2f65414","NCT01416194",0.01,"Linear regression","OBSERVATIONAL",0,0,0,0,0,"Cumulative Incidence of Renal Failure","SECONDARY","The hazard ratio from Cox proportional hazard regression models was used for comparison of event rates of the primary and secondary endpoints in each treatment group. Statistical two-sided tests was used with a significance level of 0.05.","D010024; D015663","Bazedoxifene Post Approval Safety Study (PASS) in the European Union (EU)",TRUE,7777,"linear_regression",NA,NA,NA,3.19773018380892
"38","4ae21792c10ae68b89f112418bb8a63a","NCT04684836",0.01,"Linear regression","OBSERVATIONAL",0,0,0,0,0,"Unplanned Hospital Admissions From the ED","PRIMARY","Difference-in-differences model","D008173; D029424; D006333","Comparative Effectiveness of Telemedicine in Primary Care",TRUE,33100,"linear_regression",NA,NA,NA,6.59489724428277
"39","4e2a66f6cb4772cd4c5d1007089a0c4b","NCT01070550",0.0074,"Logistic regression","OBSERVATIONAL",0,0,0,0,0,"Percentage of Participants With Modified Sustained Virological Response by Genotype in Modified All-Treated Population","PRIMARY","The statistical analysis is presented for age per 10 years. The logistic regression analysis for mSVR was performed for association between treatment exposure and baseline factors available in at least 90% of participants (including total cumulative dose of peginterferon and ribavirin), in naive HCV mono-infected mTRT participants receiving PEG-IFN alfa-2a.","D006506; D006526; D019698; D006505","PROPHESYS 1: An Observational Study on Predictors of Response in Treatment-naïve Patients With Chronic Hepatitis C Virus (HCV)Treated With Pegasys (Peginterferon Alfa-2a)",FALSE,2981,"logistic_regression",NA,NA,NA,1.51376848627711
"40","4e69af9ebde6fd69aad5d16aa5a7b060","NCT03958071",0.0048,"Two-sample t-test","OBSERVATIONAL",0,0,0,0,0,"Baseline Patient Characteristics: Age","PRIMARY",NA,"D011658; D054990; D005355","A Study Based on Medical Records That Looks at the Characteristics of Idiopathic Pulmonary Fibrosis Patients Grouped by the Type of Medication They Are Taking",FALSE,12917,"t-test",NA,NA,NA,2.13147003243213
"41","4ffabed91b3fe41ff5d8d3bf915fde1f","NCT01087541",0.01,"Two-sample t-test","INTERVENTIONAL",0,0,0,0,0,"Glycosylated Haemoglobin A1c at 6 Months","PRIMARY",NA,"D003920","SEGUDIAB Study: Evaluation of Safety in the Diabetic Patients",TRUE,6830,"t-test",NA,NA,NA,2.99689691879371
"42","5004b27cc4b73572a47dec917e9a0395","NCT00279201",0.009,"ANOVA","INTERVENTIONAL",0,0,0,0,1,"INITIATION: Rate of Self-reported Hypoglycemic Episodes","SECONDARY",NA,"D003920; D003924","The DURABLE Trial: Evaluating the Durability of Starter Insulin Regimens in Patients With Type 2 Diabetes (IOOV)",FALSE,2050,"anova",2,NA,NA,1.49637904803928
"43","52d9a8846526b6d524d188bb2a10b3d1","NCT02528188",0.006,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Percentage of Participants Meeting Outcome Measures in Arthritis Clinical Trials-Osteoarthritis Research Society International (OMERACT-OARSI) Responder Index at Weeks 2, 4, 8, 16, 24, 32, 40, 48, 56 and 64","SECONDARY","Week 8","D010003; D020370; D015207; D059350","Long Term Safety and Efficacy Study of Tanezumab in Subjects With Osteoarthritis of the Hip or Knee",FALSE,1994,"logistic_regression",NA,NA,NA,1.02602381662469
"44","533ead8c3d40cf06ed4ba055f6775dd0","NCT01138124",0.0053,"Conditional logistic regression","OBSERVATIONAL",0,0,0,0,0,"Number of Pancreatic Cancer Cases and Matched Controls With the Indicated Duration of Exposure to Gabapentin","PRIMARY",NA,"D010190; D002292; D007680; D010386; D010195; D050500; D012148","Gabapentin and Risk of Pancreatic Cancer and Renal Cancer (GPRD)",FALSE,30026,"logistic_regression",NA,NA,NA,3.5536613586909
"45","54597b48bf56620ddf4330858b65a69a","NCT01138124",0.0031,"Conditional logistic regression","OBSERVATIONAL",0,0,0,0,0,"Number of Renal Cancer Cases and Matched Controls With the Indicated Exposure to Gabapentin","PRIMARY",NA,"D010190; D002292; D007680; D010386; D010195; D050500; D012148","Gabapentin and Risk of Pancreatic Cancer and Renal Cancer (GPRD)",FALSE,19046,"logistic_regression",NA,NA,NA,1.73969022761229
"46","573589d6dd48237eca9148446f8dd308","NCT01263015",0.01,"Mann-Whitney","INTERVENTIONAL",0,0,0,1,0,"Percentage of Participants With Plasma Human Immunodeficiency Virus -1 (HIV-1) Ribonucleic Acid (RNA) <50 Copies/Milliliter (c/mL) at Week 96 and Week 144","SECONDARY",NA,"D000163; D015658","A Trial Comparing GSK1349572 50mg Plus Abacavir/Lamivudine Once Daily to Atripla (Also Called The SINGLE Trial)",FALSE,833,"mann_whitney",NA,NA,NA,1.05027396748098
"47","582c8c4a5dac81f6b18193773635bb1b","NCT01236053",0.0012,"Conditional logistic regression","OBSERVATIONAL",0,0,0,0,0,"Number of All-Cancer Cases and Matched Controls With the Indicated Duration of Exposure to Gabapentin","PRIMARY",NA,"D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437","Cancer in Patients With Gabapentin (GPRD)",FALSE,1710950,"logistic_regression",NA,NA,NA,6.89716543035013
"48","587321ea09ba08dc00f8075359097e3a","NCT03716869",0.006,"Logistic regression","INTERVENTIONAL",0,0,0,0,0,"Subgroup Analyses Based on School District Demographic Data","OTHER_PRE_SPECIFIED",NA,"D003866; D003863; D003865","Universal vs. Targeted School Screening for Adolescent Major Depressive Disorder",FALSE,12909,"logistic_regression",NA,NA,NA,2.60642925477263
"49","5981cad8aed9256057efd0ea9524de81","NCT01066793",0.0089,"Logistic regression","OBSERVATIONAL",0,0,0,0,0,"Percentage of Participants With Modified Sustained Virological Response by Type of Peginterferon and Genotype in Modified All Treated Population","PRIMARY","The statistical analysis is presented for on-treatment response (pEVR \[Partial Early Virological Response\] vs No RVR/EVR). The logistic regression analysis for mSVR was performed for association between on-treatment response and baseline factors available in at least 90% of participants, in naive HCV mono-infected mTRT participants receiving PEG-IFN alfa-2a.","D006506; D006526; D019698; D006505","PROPHESYS 2: An Observational Study on Predictors of Response in Treatment-naïve Patients With Chronic Hepatitis C Treated With Pegasys (Peginterferon Alfa-2a) or Peginterferon-alfa-2b",FALSE,960,"logistic_regression",NA,NA,NA,1.0157612089616
"50","5bcb074c3d91e45c4a483d378ec716d8","NCT02528253",0.0085,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Percentage of Participants Achieving RMDQ Reduction of >=30%, >=50%, >=70% and >=90% From Baseline at Weeks 2, 4, 8, 16, 24, 32, 40, 48 and 56: Mixed Baseline Observation Carried Forward (BOCF)/Last Observation Carried Forward (LOCF)","SECONDARY","Week 40, \>=90%: OR and 95% CI estimated from logistic regression model. Logistic regression model included baseline RMDQ, baseline average LBPI and treatment.","D001416; D017116","A Phase 3 Study of Tanezumab for Chronic Low Back Pain",FALSE,1012,"logistic_regression",NA,NA,NA,1.00077425573849
"51","5c6ec2ab1fcf4b782c53b2f41fbb8720","NCT04323137",0.0035,"Logistic regression","INTERVENTIONAL",0,0,0,0,0,"Flu Vaccination Rate","PRIMARY","This analysis compared all groups that were informed they were high risk (High risk only, High risk based on medical records, High risk based on algorithm) to control patients who were not sent a message.

Null hypothesis: informing patients they are high risk for flu and flu-related complications does not increase flu vaccination rate; Alternative hypothesis: informing patients they are high risk for flu and flu-related complications increases flu vaccination rate",NA,"Encouraging Flu Vaccination Among High-Risk Patients Identified by ML",FALSE,38598,"logistic_regression",NA,NA,NA,2.76573583909715
"52","5e585187ade8a1af436491ea27c4c7e6","NCT02528188",0.008,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Percentage of Participants Achieving Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) Physical Function Subscale Reduction of >=30%, >=50%, >=70% and >=90% Response at Weeks 2, 4, 8, 16, 24, 32, 40, 48, 56 and 64","SECONDARY","Week 4: \>=30% reduction","D010003; D020370; D015207; D059350","Long Term Safety and Efficacy Study of Tanezumab in Subjects With Osteoarthritis of the Hip or Knee",FALSE,1989,"logistic_regression",NA,NA,NA,1.32673972673106
"53","6332ecd8706220c19e116017f10f661d","NCT04289623",0.007,"Logistic regression","OBSERVATIONAL",0,0,0,0,0,"Rate of Enrollment (14 Days)","PRIMARY","We conducted a logistic regression among the previously enrolled group with the standard email as the reference group.",NA,"Assessing the Impact of myHealth Rewards Program-related Communications on Enrollment: Replication",FALSE,13021,"logistic_regression",NA,NA,NA,3.00703382766504
"54","65b8f9e7405a85ecffd657f84a74f6f5","NCT04381481",0.01,"Linear regression","INTERVENTIONAL",0,0,0,0,0,"Number of Teaspoons of Added Sugar Participants Think the Fruit Drink Contains (Fruit Drink Experimental Task 1)","SECONDARY","Beverages with claim compared to control beverage","D063766","Studying the Impact of Product Packaging in a Virtual Store Environment",TRUE,1515,"linear_regression",NA,NA,NA,1.41386458182062
"55","66389dcd9cf3a8bb91bae24301a0ff04","NCT00094302",0.01,"Linear regression","INTERVENTIONAL",0,0,0,1,0,"Sodium","SECONDARY","Since the p-value for the preceding test (Statistical Analysis 1) was not significant at the 0.05 level, another generalized linear model was fit, omitting the interaction between treatment group and month of visit. This tests whether the value of the post-baseline laboratory parameter differs by treatment group, taking into account that measurements in the same subject over time may be correlated.","D006333; D002318; D006331","Aldosterone Antagonist Therapy for Adults With Heart Failure and Preserved Systolic Function",TRUE,3445,"linear_regression",NA,NA,NA,2.12942984619502
"56","68f42732f943134955b75a252cdef8b2","NCT00099359",0.01,"Logistic regression","INTERVENTIONAL",0,0,0,1,0,"Risk Factors for Perinatal HIV-1 Transmission","SECONDARY",NA,"D015658; D000163","Trial of Three Neonatal Antiretroviral Regimens for Prevention of Intrapartum HIV Transmission",FALSE,1591,"logistic_regression",NA,NA,NA,1.44874236808248
